gestational_age_(weeks)	race	measure	3rd_percentile	5th_percentile	10th_percentile	50th_percentile	90th_percentile	95th_percentile	97th_percentile
24.57	Non-Hispanic Black	Abdominal Circ.	178.58	180.82	184.32	197.22	211.03	215.11	217.81
24.71	Non-Hispanic Black	Abdominal Circ.	179.93	182.19	185.71	198.7	212.59	216.7	219.41
24.86	Non-Hispanic Black	Abdominal Circ.	181.28	183.55	187.1	200.17	214.15	218.29	221.02
25.0	Non-Hispanic Black	Abdominal Circ.	182.62	184.91	188.48	201.63	215.71	219.87	222.62
25.14	Non-Hispanic Black	Abdominal Circ.	183.96	186.26	189.86	203.1	217.26	221.46	224.22
25.29	Non-Hispanic Black	Abdominal Circ.	185.3	187.61	191.23	204.56	218.82	223.04	225.82
25.43	Non-Hispanic Black	Abdominal Circ.	186.63	188.96	192.6	206.02	220.37	224.62	227.42
25.57	Non-Hispanic Black	Abdominal Circ.	187.96	190.31	193.97	207.48	221.92	226.2	229.02
25.71	Non-Hispanic Black	Abdominal Circ.	189.29	191.65	195.34	208.94	223.48	227.78	230.62
25.86	Non-Hispanic Black	Abdominal Circ.	190.62	192.99	196.71	210.39	225.03	229.36	232.22
26.0	Non-Hispanic Black	Abdominal Circ.	191.94	194.33	198.07	211.85	226.58	230.94	233.82
26.14	Non-Hispanic Black	Abdominal Circ.	193.26	195.67	199.43	213.3	228.13	232.52	235.42
26.29	Non-Hispanic Black	Abdominal Circ.	194.58	197.0	200.79	214.75	229.68	234.1	237.02
26.43	Non-Hispanic Black	Abdominal Circ.	195.9	198.34	202.15	216.21	231.24	235.69	238.62
26.57	Non-Hispanic Black	Abdominal Circ.	197.22	199.67	203.51	217.66	232.79	237.27	240.22
26.71	Non-Hispanic Black	Abdominal Circ.	198.53	201.01	204.87	219.12	234.35	238.86	241.83
26.86	Non-Hispanic Black	Abdominal Circ.	199.85	202.34	206.23	220.57	235.91	240.45	243.44
27.0	Non-Hispanic Black	Abdominal Circ.	201.17	203.67	207.59	222.03	237.47	242.04	245.06
27.14	Non-Hispanic Black	Abdominal Circ.	202.48	205.01	208.95	223.49	239.04	243.64	246.67
27.29	Non-Hispanic Black	Abdominal Circ.	203.8	206.34	210.31	224.95	240.61	245.24	248.3
27.43	Non-Hispanic Black	Abdominal Circ.	205.12	207.68	211.68	226.42	242.18	246.85	249.92
27.57	Non-Hispanic Black	Abdominal Circ.	206.44	209.02	213.04	227.88	243.76	248.46	251.55
27.71	Non-Hispanic Black	Abdominal Circ.	207.76	210.36	214.41	229.36	245.34	250.07	253.19
27.86	Non-Hispanic Black	Abdominal Circ.	209.09	211.7	215.78	230.83	246.93	251.69	254.84
28.0	Non-Hispanic Black	Abdominal Circ.	210.41	213.04	217.16	232.31	248.52	253.32	256.49
28.14	Non-Hispanic Black	Abdominal Circ.	211.75	214.39	218.54	233.8	250.12	254.96	258.15
28.29	Non-Hispanic Black	Abdominal Circ.	213.08	215.75	219.92	235.29	251.73	256.6	259.81
28.43	Non-Hispanic Black	Abdominal Circ.	214.42	217.1	221.31	236.79	253.35	258.25	261.49
28.57	Non-Hispanic Black	Abdominal Circ.	215.76	218.47	222.7	238.29	254.97	259.91	263.17
28.71	Non-Hispanic Black	Abdominal Circ.	217.11	219.83	224.1	239.8	256.6	261.58	264.86
28.86	Non-Hispanic Black	Abdominal Circ.	218.46	221.21	225.5	241.32	258.24	263.26	266.56
29.0	Non-Hispanic Black	Abdominal Circ.	219.82	222.58	226.9	242.84	259.89	264.94	268.27
29.14	Non-Hispanic Black	Abdominal Circ.	221.18	223.96	228.31	244.37	261.54	266.63	269.99
29.29	Non-Hispanic Black	Abdominal Circ.	222.54	225.34	229.73	245.9	263.21	268.33	271.71
29.43	Non-Hispanic Black	Abdominal Circ.	223.9	226.73	231.15	247.43	264.87	270.03	273.44
29.57	Non-Hispanic Black	Abdominal Circ.	225.27	228.11	232.57	248.98	266.54	271.75	275.18
29.71	Non-Hispanic Black	Abdominal Circ.	226.64	229.5	233.99	250.52	268.22	273.46	276.92
29.86	Non-Hispanic Black	Abdominal Circ.	228.01	230.9	235.41	252.07	269.9	275.19	278.67
30.0	Non-Hispanic Black	Abdominal Circ.	229.38	232.29	236.84	253.62	271.59	276.91	280.42
30.14	Non-Hispanic Black	Abdominal Circ.	230.75	233.68	238.27	255.18	273.28	278.64	282.18
30.29	Non-Hispanic Black	Abdominal Circ.	232.13	235.08	239.7	256.73	274.98	280.38	283.95
30.43	Non-Hispanic Black	Abdominal Circ.	233.5	236.47	241.13	258.29	276.67	282.12	285.71
30.57	Non-Hispanic Black	Abdominal Circ.	234.87	237.87	242.56	259.85	278.38	283.86	287.48
30.71	Non-Hispanic Black	Abdominal Circ.	236.25	239.27	243.99	261.41	280.08	285.61	289.26
30.86	Non-Hispanic Black	Abdominal Circ.	237.62	240.66	245.42	262.97	281.78	287.36	291.03
31.0	Non-Hispanic Black	Abdominal Circ.	238.99	242.05	246.85	264.53	283.49	289.1	292.81
31.14	Non-Hispanic Black	Abdominal Circ.	240.36	243.44	248.28	266.1	285.19	290.85	294.59
31.29	Non-Hispanic Black	Abdominal Circ.	241.72	244.83	249.7	267.66	286.9	292.61	296.37
31.43	Non-Hispanic Black	Abdominal Circ.	243.09	246.22	251.12	269.21	288.61	294.36	298.15
31.57	Non-Hispanic Black	Abdominal Circ.	244.45	247.6	252.54	270.77	290.31	296.11	299.93
31.71	Non-Hispanic Black	Abdominal Circ.	245.8	248.98	253.96	272.33	292.02	297.85	301.71
31.86	Non-Hispanic Black	Abdominal Circ.	247.16	250.36	255.37	273.88	293.72	299.6	303.49
32.0	Non-Hispanic Black	Abdominal Circ.	248.5	251.73	256.78	275.42	295.42	301.35	305.26
32.14	Non-Hispanic Black	Abdominal Circ.	249.85	253.1	258.19	276.97	297.12	303.09	307.03
32.29	Non-Hispanic Black	Abdominal Circ.	251.19	254.46	259.59	278.51	298.81	304.83	308.8
32.43	Non-Hispanic Black	Abdominal Circ.	252.52	255.82	260.98	280.04	300.5	306.56	310.57
32.57	Non-Hispanic Black	Abdominal Circ.	253.84	257.17	262.37	281.57	302.18	308.29	312.33
32.71	Non-Hispanic Black	Abdominal Circ.	255.16	258.51	263.75	283.09	303.86	310.02	314.08
32.86	Non-Hispanic Black	Abdominal Circ.	256.47	259.84	265.12	284.61	305.53	311.73	315.83
33.0	Non-Hispanic Black	Abdominal Circ.	257.78	261.17	266.49	286.12	307.19	313.44	317.57
33.14	Non-Hispanic Black	Abdominal Circ.	259.07	262.49	267.84	287.62	308.85	315.15	319.31
33.29	Non-Hispanic Black	Abdominal Circ.	260.36	263.8	269.19	289.11	310.5	316.84	321.04
33.43	Non-Hispanic Black	Abdominal Circ.	261.63	265.1	270.53	290.59	312.14	318.53	322.75
33.57	Non-Hispanic Black	Abdominal Circ.	262.9	266.39	271.86	292.06	313.77	320.21	324.46
33.71	Non-Hispanic Black	Abdominal Circ.	264.15	267.67	273.18	293.52	315.39	321.88	326.16
33.86	Non-Hispanic Black	Abdominal Circ.	265.4	268.94	274.48	294.98	317.0	323.53	327.85
34.0	Non-Hispanic Black	Abdominal Circ.	266.63	270.19	275.78	296.41	318.6	325.18	329.53
34.14	Non-Hispanic Black	Abdominal Circ.	267.85	271.44	277.06	297.84	320.18	326.81	331.19
34.29	Non-Hispanic Black	Abdominal Circ.	269.05	272.67	278.33	299.26	321.75	328.43	332.85
34.43	Non-Hispanic Black	Abdominal Circ.	270.25	273.89	279.59	300.66	323.31	330.04	334.49
34.57	Non-Hispanic Black	Abdominal Circ.	271.43	275.09	280.83	302.05	324.86	331.64	336.11
34.71	Non-Hispanic Black	Abdominal Circ.	272.6	276.29	282.07	303.42	326.4	333.22	337.73
34.86	Non-Hispanic Black	Abdominal Circ.	273.76	277.47	283.29	304.79	327.92	334.8	339.34
35.0	Non-Hispanic Black	Abdominal Circ.	274.91	278.64	284.5	306.15	329.44	336.36	340.93
35.14	Non-Hispanic Black	Abdominal Circ.	276.04	279.81	285.7	307.49	330.94	337.91	342.52
35.29	Non-Hispanic Black	Abdominal Circ.	277.17	280.96	286.89	308.83	332.44	339.46	344.09
35.43	Non-Hispanic Black	Abdominal Circ.	278.29	282.1	288.07	310.15	333.93	340.99	345.66
35.57	Non-Hispanic Black	Abdominal Circ.	279.4	283.23	289.24	311.47	335.41	342.52	347.22
35.71	Non-Hispanic Black	Abdominal Circ.	280.49	284.35	290.4	312.78	336.88	344.04	348.78
35.86	Non-Hispanic Black	Abdominal Circ.	281.58	285.47	291.56	314.08	338.34	345.56	350.32
36.0	Non-Hispanic Black	Abdominal Circ.	282.67	286.58	292.7	315.37	339.8	347.06	351.86
36.14	Non-Hispanic Black	Abdominal Circ.	283.74	287.68	293.84	316.66	341.25	348.56	353.4
36.29	Non-Hispanic Black	Abdominal Circ.	284.81	288.77	294.97	317.94	342.7	350.06	354.93
36.43	Non-Hispanic Black	Abdominal Circ.	285.87	289.86	296.1	319.22	344.14	351.55	356.45
36.57	Non-Hispanic Black	Abdominal Circ.	286.93	290.94	297.22	320.49	345.58	353.04	357.97
36.71	Non-Hispanic Black	Abdominal Circ.	287.98	292.02	298.34	321.76	347.01	354.52	359.49
36.86	Non-Hispanic Black	Abdominal Circ.	289.03	293.09	299.45	323.02	348.44	356.01	361.01
37.0	Non-Hispanic Black	Abdominal Circ.	290.07	294.16	300.56	324.28	349.87	357.49	362.52
37.14	Non-Hispanic Black	Abdominal Circ.	291.11	295.23	301.67	325.54	351.3	358.96	364.03
37.29	Non-Hispanic Black	Abdominal Circ.	292.15	296.29	302.77	326.79	352.72	360.44	365.55
37.43	Non-Hispanic Black	Abdominal Circ.	293.19	297.35	303.87	328.05	354.15	361.92	367.06
37.57	Non-Hispanic Black	Abdominal Circ.	294.22	298.41	304.97	329.31	355.58	363.4	368.57
37.71	Non-Hispanic Black	Abdominal Circ.	295.26	299.47	306.07	330.56	357.01	364.88	370.09
37.86	Non-Hispanic Black	Abdominal Circ.	296.29	300.53	307.18	331.82	358.44	366.37	371.61
38.0	Non-Hispanic Black	Abdominal Circ.	297.32	301.59	308.28	333.08	359.87	367.86	373.13
38.14	Non-Hispanic Black	Abdominal Circ.	298.36	302.65	309.38	334.34	361.31	369.35	374.66
38.29	Non-Hispanic Black	Abdominal Circ.	299.39	303.71	310.48	335.6	362.76	370.85	376.2
38.43	Non-Hispanic Black	Abdominal Circ.	300.43	304.77	311.59	336.87	364.21	372.35	377.74
38.57	Non-Hispanic Black	Abdominal Circ.	301.47	305.84	312.7	338.15	365.67	373.87	379.29
38.71	Non-Hispanic Black	Abdominal Circ.	302.51	306.91	313.81	339.43	367.13	375.39	380.85
38.86	Non-Hispanic Black	Abdominal Circ.	303.55	307.98	314.93	340.71	368.61	376.92	382.42
39.0	Non-Hispanic Black	Abdominal Circ.	304.6	309.06	316.05	342.0	370.09	378.47	384.01
39.14	Non-Hispanic Black	Abdominal Circ.	305.65	310.13	317.17	343.3	371.59	380.02	385.6
39.29	Non-Hispanic Black	Abdominal Circ.	306.7	311.22	318.3	344.61	373.1	381.59	387.21
39.43	Non-Hispanic Black	Abdominal Circ.	307.76	312.31	319.44	345.93	374.62	383.18	388.84
39.57	Non-Hispanic Black	Abdominal Circ.	308.82	313.4	320.58	347.26	376.16	384.79	390.49
39.71	Non-Hispanic Black	Abdominal Circ.	309.89	314.5	321.73	348.6	377.72	386.41	392.16
39.86	Non-Hispanic Black	Abdominal Circ.	310.95	315.6	322.88	349.96	379.3	388.06	393.85
40.0	Non-Hispanic Black	Abdominal Circ.	312.03	316.7	324.04	351.32	380.9	389.72	395.57
40.14	Non-Hispanic Black	Abdominal Circ.	313.1	317.82	325.21	352.7	382.52	391.42	397.31
40.29	Non-Hispanic Black	Abdominal Circ.	314.18	318.93	326.39	354.1	384.16	393.14	399.08
40.43	Non-Hispanic Black	Abdominal Circ.	315.26	320.05	327.57	355.51	385.83	394.89	400.89
40.57	Non-Hispanic Black	Abdominal Circ.	316.35	321.18	328.75	356.94	387.53	396.68	402.73
40.71	Non-Hispanic Black	Abdominal Circ.	317.43	322.3	329.95	358.38	389.27	398.5	404.61
40.86	Non-Hispanic Black	Abdominal Circ.	318.52	323.43	331.14	359.84	391.03	400.35	406.53
41.0	Non-Hispanic Black	Abdominal Circ.	319.61	324.57	332.35	361.33	392.83	402.25	408.49
41.14	Non-Hispanic Black	Abdominal Circ.	320.69	325.7	333.56	362.83	394.67	404.2	410.5
41.29	Non-Hispanic Black	Abdominal Circ.	321.78	326.83	334.77	364.36	396.55	406.19	412.57
41.43	Non-Hispanic Black	Abdominal Circ.	322.86	327.97	335.99	365.91	398.48	408.23	414.69
41.57	Non-Hispanic Black	Abdominal Circ.	323.94	329.1	337.22	367.48	400.45	410.33	416.87
41.71	Non-Hispanic Black	Abdominal Circ.	325.01	330.23	338.45	369.07	402.47	412.48	419.11
41.86	Non-Hispanic Black	Abdominal Circ.	326.07	331.36	339.67	370.7	404.55	414.7	421.43
42.0	Non-Hispanic Black	Abdominal Circ.	327.13	332.49	340.91	372.35	406.69	416.98	423.81
10.0	Non-Hispanic Black	Biparietal Diameter	10.25	10.45	10.76	11.94	13.26	13.65	13.92
10.14	Non-Hispanic Black	Biparietal Diameter	10.66	10.87	11.19	12.41	13.77	14.18	14.46
10.29	Non-Hispanic Black	Biparietal Diameter	11.08	11.29	11.63	12.89	14.29	14.72	15.0
10.43	Non-Hispanic Black	Biparietal Diameter	11.51	11.73	12.07	13.38	14.82	15.26	15.55
10.57	Non-Hispanic Black	Biparietal Diameter	11.94	12.17	12.52	13.87	15.36	15.81	16.11
10.71	Non-Hispanic Black	Biparietal Diameter	12.38	12.61	12.98	14.37	15.9	16.37	16.68
10.86	Non-Hispanic Black	Biparietal Diameter	12.82	13.06	13.44	14.87	16.45	16.93	17.25
11.0	Non-Hispanic Black	Biparietal Diameter	13.27	13.52	13.91	15.38	17.01	17.5	17.82
11.14	Non-Hispanic Black	Biparietal Diameter	13.73	13.98	14.38	15.89	17.56	18.07	18.4
11.29	Non-Hispanic Black	Biparietal Diameter	14.19	14.45	14.86	16.41	18.13	18.65	18.99
11.43	Non-Hispanic Black	Biparietal Diameter	14.65	14.92	15.34	16.94	18.7	19.23	19.58
11.57	Non-Hispanic Black	Biparietal Diameter	15.12	15.39	15.83	17.46	19.27	19.81	20.17
11.71	Non-Hispanic Black	Biparietal Diameter	15.59	15.87	16.32	17.99	19.84	20.4	20.77
11.86	Non-Hispanic Black	Biparietal Diameter	16.06	16.35	16.81	18.52	20.42	20.99	21.37
12.0	Non-Hispanic Black	Biparietal Diameter	16.53	16.83	17.3	19.06	21.0	21.58	21.97
12.14	Non-Hispanic Black	Biparietal Diameter	17.01	17.32	17.8	19.6	21.58	22.17	22.57
12.29	Non-Hispanic Black	Biparietal Diameter	17.49	17.8	18.29	20.13	22.16	22.77	23.17
12.43	Non-Hispanic Black	Biparietal Diameter	17.97	18.29	18.79	20.67	22.74	23.36	23.78
12.57	Non-Hispanic Black	Biparietal Diameter	18.45	18.78	19.29	21.21	23.32	23.96	24.38
12.71	Non-Hispanic Black	Biparietal Diameter	18.94	19.27	19.79	21.75	23.9	24.55	24.98
12.86	Non-Hispanic Black	Biparietal Diameter	19.42	19.76	20.29	22.29	24.49	25.15	25.59
13.0	Non-Hispanic Black	Biparietal Diameter	19.9	20.25	20.79	22.83	25.07	25.74	26.19
13.14	Non-Hispanic Black	Biparietal Diameter	20.39	20.74	21.29	23.37	25.64	26.33	26.78
13.29	Non-Hispanic Black	Biparietal Diameter	20.87	21.23	21.79	23.91	26.22	26.92	27.38
13.43	Non-Hispanic Black	Biparietal Diameter	21.35	21.72	22.29	24.44	26.8	27.51	27.98
13.57	Non-Hispanic Black	Biparietal Diameter	21.83	22.21	22.79	24.97	27.37	28.09	28.57
13.71	Non-Hispanic Black	Biparietal Diameter	22.31	22.69	23.28	25.51	27.94	28.67	29.15
13.86	Non-Hispanic Black	Biparietal Diameter	22.79	23.18	23.78	26.03	28.51	29.25	29.74
14.0	Non-Hispanic Black	Biparietal Diameter	23.27	23.66	24.27	26.56	29.07	29.82	30.32
14.14	Non-Hispanic Black	Biparietal Diameter	23.74	24.14	24.76	27.08	29.63	30.39	30.9
14.29	Non-Hispanic Black	Biparietal Diameter	24.21	24.62	25.25	27.6	30.18	30.96	31.47
14.43	Non-Hispanic Black	Biparietal Diameter	24.68	25.09	25.73	28.12	30.73	31.52	32.04
14.57	Non-Hispanic Black	Biparietal Diameter	25.15	25.56	26.21	28.64	31.28	32.08	32.6
14.71	Non-Hispanic Black	Biparietal Diameter	25.62	26.03	26.69	29.15	31.83	32.63	33.16
14.86	Non-Hispanic Black	Biparietal Diameter	26.08	26.5	27.17	29.65	32.36	33.18	33.72
15.0	Non-Hispanic Black	Biparietal Diameter	26.54	26.97	27.64	30.15	32.9	33.72	34.27
15.14	Non-Hispanic Black	Biparietal Diameter	26.99	27.43	28.11	30.65	33.43	34.26	34.81
15.29	Non-Hispanic Black	Biparietal Diameter	27.45	27.88	28.57	31.15	33.95	34.79	35.35
15.43	Non-Hispanic Black	Biparietal Diameter	27.9	28.34	29.04	31.64	34.47	35.32	35.88
15.57	Non-Hispanic Black	Biparietal Diameter	28.34	28.79	29.5	32.13	34.99	35.85	36.41
15.71	Non-Hispanic Black	Biparietal Diameter	28.79	29.24	29.95	32.61	35.5	36.36	36.94
15.86	Non-Hispanic Black	Biparietal Diameter	29.23	29.68	30.4	33.09	36.01	36.88	37.46
16.0	Non-Hispanic Black	Biparietal Diameter	29.66	30.13	30.85	33.56	36.51	37.39	37.97
16.14	Non-Hispanic Black	Biparietal Diameter	30.1	30.57	31.3	34.03	37.01	37.89	38.48
16.29	Non-Hispanic Black	Biparietal Diameter	30.53	31.0	31.74	34.5	37.5	38.4	38.99
16.43	Non-Hispanic Black	Biparietal Diameter	30.96	31.44	32.18	34.97	37.99	38.89	39.49
16.57	Non-Hispanic Black	Biparietal Diameter	31.39	31.87	32.62	35.43	38.48	39.39	39.99
16.71	Non-Hispanic Black	Biparietal Diameter	31.81	32.3	33.06	35.89	38.96	39.88	40.48
16.86	Non-Hispanic Black	Biparietal Diameter	32.23	32.72	33.49	36.34	39.44	40.36	40.97
17.0	Non-Hispanic Black	Biparietal Diameter	32.65	33.15	33.92	36.79	39.91	40.84	41.46
17.14	Non-Hispanic Black	Biparietal Diameter	33.07	33.57	34.35	37.25	40.39	41.33	41.95
17.29	Non-Hispanic Black	Biparietal Diameter	33.49	33.99	34.77	37.69	40.86	41.8	42.43
17.43	Non-Hispanic Black	Biparietal Diameter	33.9	34.41	35.2	38.14	41.33	42.28	42.91
17.57	Non-Hispanic Black	Biparietal Diameter	34.32	34.83	35.62	38.59	41.8	42.75	43.39
17.71	Non-Hispanic Black	Biparietal Diameter	34.73	35.25	36.05	39.03	42.26	43.22	43.86
17.86	Non-Hispanic Black	Biparietal Diameter	35.15	35.66	36.47	39.48	42.73	43.7	44.34
18.0	Non-Hispanic Black	Biparietal Diameter	35.56	36.08	36.9	39.92	43.19	44.17	44.81
18.14	Non-Hispanic Black	Biparietal Diameter	35.98	36.5	37.32	40.36	43.66	44.64	45.29
18.29	Non-Hispanic Black	Biparietal Diameter	36.39	36.92	37.74	40.81	44.12	45.11	45.76
18.43	Non-Hispanic Black	Biparietal Diameter	36.81	37.34	38.17	41.25	44.59	45.58	46.24
18.57	Non-Hispanic Black	Biparietal Diameter	37.22	37.76	38.59	41.7	45.06	46.06	46.72
18.71	Non-Hispanic Black	Biparietal Diameter	37.64	38.18	39.02	42.15	45.52	46.53	47.19
18.86	Non-Hispanic Black	Biparietal Diameter	38.06	38.6	39.45	42.59	45.99	47.0	47.67
19.0	Non-Hispanic Black	Biparietal Diameter	38.48	39.02	39.88	43.04	46.46	47.48	48.15
19.14	Non-Hispanic Black	Biparietal Diameter	38.9	39.44	40.3	43.49	46.93	47.95	48.63
19.29	Non-Hispanic Black	Biparietal Diameter	39.32	39.87	40.73	43.94	47.4	48.43	49.11
19.43	Non-Hispanic Black	Biparietal Diameter	39.73	40.29	41.16	44.39	47.87	48.9	49.59
19.57	Non-Hispanic Black	Biparietal Diameter	40.16	40.71	41.59	44.84	48.34	49.38	50.06
19.71	Non-Hispanic Black	Biparietal Diameter	40.58	41.14	42.02	45.29	48.8	49.85	50.54
19.86	Non-Hispanic Black	Biparietal Diameter	41.0	41.56	42.45	45.73	49.27	50.33	51.02
20.0	Non-Hispanic Black	Biparietal Diameter	41.42	41.99	42.88	46.18	49.74	50.8	51.5
20.14	Non-Hispanic Black	Biparietal Diameter	41.84	42.41	43.31	46.63	50.21	51.28	51.98
20.29	Non-Hispanic Black	Biparietal Diameter	42.26	42.84	43.74	47.08	50.68	51.75	52.46
20.43	Non-Hispanic Black	Biparietal Diameter	42.68	43.26	44.17	47.53	51.15	52.22	52.93
20.57	Non-Hispanic Black	Biparietal Diameter	43.1	43.68	44.6	47.98	51.62	52.7	53.41
20.71	Non-Hispanic Black	Biparietal Diameter	43.52	44.11	45.03	48.43	52.09	53.17	53.89
20.86	Non-Hispanic Black	Biparietal Diameter	43.94	44.53	45.46	48.88	52.55	53.65	54.37
21.0	Non-Hispanic Black	Biparietal Diameter	44.36	44.96	45.89	49.33	53.02	54.12	54.84
21.14	Non-Hispanic Black	Biparietal Diameter	44.78	45.38	46.32	49.77	53.49	54.59	55.32
21.29	Non-Hispanic Black	Biparietal Diameter	45.2	45.8	46.74	50.22	53.96	55.06	55.8
21.43	Non-Hispanic Black	Biparietal Diameter	45.62	46.23	47.17	50.67	54.42	55.54	56.27
21.57	Non-Hispanic Black	Biparietal Diameter	46.04	46.65	47.6	51.11	54.89	56.01	56.75
21.71	Non-Hispanic Black	Biparietal Diameter	46.46	47.07	48.03	51.56	55.35	56.48	57.22
21.86	Non-Hispanic Black	Biparietal Diameter	46.88	47.49	48.45	52.01	55.82	56.95	57.69
22.0	Non-Hispanic Black	Biparietal Diameter	47.3	47.91	48.88	52.45	56.28	57.42	58.17
22.14	Non-Hispanic Black	Biparietal Diameter	47.71	48.33	49.31	52.89	56.74	57.89	58.64
22.29	Non-Hispanic Black	Biparietal Diameter	48.13	48.75	49.73	53.34	57.21	58.35	59.11
22.43	Non-Hispanic Black	Biparietal Diameter	48.55	49.17	50.16	53.78	57.67	58.82	59.58
22.57	Non-Hispanic Black	Biparietal Diameter	48.96	49.59	50.58	54.22	58.13	59.29	60.05
22.71	Non-Hispanic Black	Biparietal Diameter	49.37	50.01	51.0	54.66	58.59	59.75	60.52
22.86	Non-Hispanic Black	Biparietal Diameter	49.79	50.43	51.42	55.1	59.05	60.22	60.99
23.0	Non-Hispanic Black	Biparietal Diameter	50.2	50.84	51.84	55.54	59.51	60.68	61.45
23.14	Non-Hispanic Black	Biparietal Diameter	50.61	51.26	52.26	55.98	59.96	61.14	61.92
23.29	Non-Hispanic Black	Biparietal Diameter	51.02	51.67	52.68	56.42	60.42	61.6	62.39
23.43	Non-Hispanic Black	Biparietal Diameter	51.43	52.08	53.1	56.85	60.87	62.06	62.85
23.57	Non-Hispanic Black	Biparietal Diameter	51.84	52.49	53.52	57.29	61.33	62.52	63.31
23.71	Non-Hispanic Black	Biparietal Diameter	52.25	52.91	53.93	57.72	61.78	62.98	63.77
23.86	Non-Hispanic Black	Biparietal Diameter	52.65	53.32	54.35	58.16	62.23	63.44	64.23
24.0	Non-Hispanic Black	Biparietal Diameter	53.06	53.72	54.76	58.59	62.68	63.89	64.69
24.14	Non-Hispanic Black	Biparietal Diameter	53.46	54.13	55.18	59.02	63.13	64.35	65.15
24.29	Non-Hispanic Black	Biparietal Diameter	53.87	54.54	55.59	59.45	63.58	64.8	65.61
24.43	Non-Hispanic Black	Biparietal Diameter	54.27	54.94	56.0	59.88	64.03	65.26	66.06
24.57	Non-Hispanic Black	Biparietal Diameter	54.67	55.35	56.41	60.3	64.47	65.71	66.52
24.71	Non-Hispanic Black	Biparietal Diameter	55.07	55.75	56.81	60.73	64.92	66.16	66.97
24.86	Non-Hispanic Black	Biparietal Diameter	55.47	56.15	57.22	61.15	65.36	66.6	67.42
25.0	Non-Hispanic Black	Biparietal Diameter	55.86	56.55	57.62	61.58	65.8	67.05	67.87
25.14	Non-Hispanic Black	Biparietal Diameter	56.26	56.95	58.03	62.0	66.24	67.5	68.32
25.29	Non-Hispanic Black	Biparietal Diameter	56.65	57.35	58.43	62.42	66.68	67.94	68.77
25.43	Non-Hispanic Black	Biparietal Diameter	57.05	57.74	58.83	62.84	67.12	68.38	69.22
25.57	Non-Hispanic Black	Biparietal Diameter	57.44	58.14	59.23	63.25	67.55	68.82	69.66
25.71	Non-Hispanic Black	Biparietal Diameter	57.83	58.53	59.63	63.67	67.99	69.26	70.11
25.86	Non-Hispanic Black	Biparietal Diameter	58.21	58.92	60.02	64.08	68.42	69.7	70.55
26.0	Non-Hispanic Black	Biparietal Diameter	58.6	59.31	60.42	64.5	68.85	70.14	70.99
26.14	Non-Hispanic Black	Biparietal Diameter	58.99	59.7	60.81	64.91	69.28	70.57	71.43
26.29	Non-Hispanic Black	Biparietal Diameter	59.37	60.09	61.2	65.32	69.71	71.01	71.86
26.43	Non-Hispanic Black	Biparietal Diameter	59.75	60.47	61.59	65.73	70.14	71.44	72.3
26.57	Non-Hispanic Black	Biparietal Diameter	60.13	60.85	61.98	66.13	70.56	71.87	72.73
26.71	Non-Hispanic Black	Biparietal Diameter	60.51	61.24	62.37	66.54	70.99	72.3	73.17
26.86	Non-Hispanic Black	Biparietal Diameter	60.89	61.62	62.76	66.94	71.41	72.73	73.6
27.0	Non-Hispanic Black	Biparietal Diameter	61.26	62.0	63.14	67.34	71.83	73.15	74.03
27.14	Non-Hispanic Black	Biparietal Diameter	61.64	62.37	63.52	67.74	72.25	73.58	74.45
27.29	Non-Hispanic Black	Biparietal Diameter	62.01	62.75	63.9	68.14	72.66	74.0	74.88
27.43	Non-Hispanic Black	Biparietal Diameter	62.38	63.12	64.28	68.54	73.08	74.42	75.3
27.57	Non-Hispanic Black	Biparietal Diameter	62.75	63.5	64.66	68.93	73.49	74.84	75.73
27.71	Non-Hispanic Black	Biparietal Diameter	63.12	63.87	65.03	69.33	73.9	75.26	76.15
27.86	Non-Hispanic Black	Biparietal Diameter	63.48	64.24	65.41	69.72	74.32	75.67	76.57
28.0	Non-Hispanic Black	Biparietal Diameter	63.85	64.6	65.78	70.11	74.72	76.09	76.98
28.14	Non-Hispanic Black	Biparietal Diameter	64.21	64.97	66.15	70.5	75.13	76.5	77.4
28.29	Non-Hispanic Black	Biparietal Diameter	64.57	65.33	66.52	70.89	75.54	76.91	77.81
28.43	Non-Hispanic Black	Biparietal Diameter	64.93	65.7	66.89	71.27	75.94	77.32	78.23
28.57	Non-Hispanic Black	Biparietal Diameter	65.29	66.06	67.25	71.65	76.34	77.73	78.64
28.71	Non-Hispanic Black	Biparietal Diameter	65.65	66.42	67.62	72.04	76.74	78.13	79.05
28.86	Non-Hispanic Black	Biparietal Diameter	66.0	66.77	67.98	72.42	77.14	78.54	79.45
29.0	Non-Hispanic Black	Biparietal Diameter	66.35	67.13	68.34	72.79	77.54	78.94	79.86
29.14	Non-Hispanic Black	Biparietal Diameter	66.7	67.48	68.7	73.17	77.93	79.34	80.26
29.29	Non-Hispanic Black	Biparietal Diameter	67.05	67.83	69.05	73.54	78.32	79.73	80.66
29.43	Non-Hispanic Black	Biparietal Diameter	67.4	68.18	69.41	73.91	78.71	80.13	81.06
29.57	Non-Hispanic Black	Biparietal Diameter	67.74	68.53	69.76	74.28	79.1	80.52	81.46
29.71	Non-Hispanic Black	Biparietal Diameter	68.08	68.87	70.11	74.65	79.48	80.91	81.85
