gestational_age_(weeks)	race	measure	3rd_percentile	5th_percentile	10th_percentile	50th_percentile	90th_percentile	95th_percentile	97th_percentile
15.43	Hispanic	Femur Length	13.38	13.82	14.53	17.3	20.61	21.66	22.37
15.57	Hispanic	Femur Length	13.79	14.24	14.96	17.79	21.16	22.23	22.95
15.71	Hispanic	Femur Length	14.21	14.66	15.39	18.28	21.7	22.79	23.52
15.86	Hispanic	Femur Length	14.62	15.08	15.83	18.76	22.24	23.34	24.09
16.0	Hispanic	Femur Length	15.03	15.5	16.26	19.24	22.78	23.89	24.65
16.14	Hispanic	Femur Length	15.44	15.92	16.69	19.72	23.31	24.44	25.2
16.29	Hispanic	Femur Length	15.84	16.33	17.12	20.2	23.83	24.97	25.75
16.43	Hispanic	Femur Length	16.25	16.75	17.55	20.67	24.35	25.51	26.29
16.57	Hispanic	Femur Length	16.66	17.16	17.97	21.14	24.86	26.03	26.82
16.71	Hispanic	Femur Length	17.06	17.57	18.39	21.6	25.36	26.55	27.34
16.86	Hispanic	Femur Length	17.46	17.98	18.81	22.06	25.86	27.06	27.86
17.0	Hispanic	Femur Length	17.86	18.39	19.23	22.51	26.35	27.56	28.37
17.14	Hispanic	Femur Length	18.26	18.8	19.65	22.96	26.84	28.05	28.87
17.29	Hispanic	Femur Length	18.66	19.2	20.06	23.41	27.32	28.54	29.37
17.43	Hispanic	Femur Length	19.06	19.6	20.47	23.85	27.8	29.03	29.86
17.57	Hispanic	Femur Length	19.45	20.0	20.88	24.29	28.26	29.5	30.34
17.71	Hispanic	Femur Length	19.84	20.4	21.28	24.73	28.73	29.97	30.81
17.86	Hispanic	Femur Length	20.23	20.79	21.69	25.16	29.18	30.44	31.28
18.0	Hispanic	Femur Length	20.62	21.19	22.09	25.59	29.64	30.9	31.75
18.14	Hispanic	Femur Length	21.01	21.58	22.49	26.01	30.09	31.35	32.2
18.29	Hispanic	Femur Length	21.4	21.97	22.89	26.44	30.53	31.8	32.66
18.43	Hispanic	Femur Length	21.79	22.37	23.29	26.86	30.97	32.25	33.11
18.57	Hispanic	Femur Length	22.18	22.76	23.69	27.28	31.41	32.69	33.55
18.71	Hispanic	Femur Length	22.56	23.15	24.09	27.7	31.85	33.13	34.0
18.86	Hispanic	Femur Length	22.95	23.54	24.49	28.11	32.28	33.57	34.44
19.0	Hispanic	Femur Length	23.34	23.94	24.88	28.53	32.71	34.01	34.88
19.14	Hispanic	Femur Length	23.73	24.33	25.29	28.95	33.15	34.44	35.31
19.29	Hispanic	Femur Length	24.13	24.73	25.69	29.37	33.58	34.88	35.75
19.43	Hispanic	Femur Length	24.52	25.12	26.09	29.78	34.01	35.31	36.18
19.57	Hispanic	Femur Length	24.91	25.52	26.49	30.2	34.43	35.74	36.61
19.71	Hispanic	Femur Length	25.31	25.92	26.89	30.62	34.86	36.17	37.04
19.86	Hispanic	Femur Length	25.7	26.32	27.29	31.03	35.28	36.59	37.47
20.0	Hispanic	Femur Length	26.09	26.71	27.69	31.44	35.71	37.01	37.89
20.14	Hispanic	Femur Length	26.49	27.11	28.09	31.86	36.13	37.44	38.31
20.29	Hispanic	Femur Length	26.88	27.51	28.49	32.27	36.54	37.85	38.73
20.43	Hispanic	Femur Length	27.28	27.9	28.89	32.68	36.96	38.27	39.15
20.57	Hispanic	Femur Length	27.67	28.3	29.29	33.09	37.37	38.68	39.56
20.71	Hispanic	Femur Length	28.07	28.7	29.69	33.49	37.78	39.1	39.97
20.86	Hispanic	Femur Length	28.46	29.09	30.09	33.9	38.19	39.5	40.38
21.0	Hispanic	Femur Length	28.85	29.49	30.49	34.3	38.6	39.91	40.79
21.14	Hispanic	Femur Length	29.25	29.88	30.89	34.71	39.0	40.31	41.19
21.29	Hispanic	Femur Length	29.64	30.27	31.28	35.11	39.4	40.71	41.59
21.43	Hispanic	Femur Length	30.03	30.67	31.68	35.51	39.8	41.11	41.98
21.57	Hispanic	Femur Length	30.42	31.06	32.07	35.9	40.2	41.51	42.38
21.71	Hispanic	Femur Length	30.81	31.45	32.46	36.3	40.59	41.9	42.77
21.86	Hispanic	Femur Length	31.2	31.84	32.85	36.69	40.98	42.29	43.16
22.0	Hispanic	Femur Length	31.58	32.23	33.24	37.08	41.37	42.67	43.54
22.14	Hispanic	Femur Length	31.97	32.61	33.63	37.47	41.76	43.06	43.92
22.29	Hispanic	Femur Length	32.36	33.0	34.02	37.86	42.14	43.44	44.3
22.43	Hispanic	Femur Length	32.74	33.38	34.4	38.24	42.52	43.81	44.68
22.57	Hispanic	Femur Length	33.12	33.77	34.78	38.63	42.9	44.19	45.05
22.71	Hispanic	Femur Length	33.5	34.15	35.17	39.01	43.27	44.56	45.42
22.86	Hispanic	Femur Length	33.88	34.53	35.55	39.39	43.64	44.93	45.79
23.0	Hispanic	Femur Length	34.26	34.9	35.92	39.76	44.01	45.29	46.15
23.14	Hispanic	Femur Length	34.63	35.28	36.3	40.14	44.38	45.66	46.51
23.29	Hispanic	Femur Length	35.01	35.65	36.67	40.51	44.74	46.02	46.87
23.43	Hispanic	Femur Length	35.38	36.03	37.05	40.88	45.1	46.38	47.22
23.57	Hispanic	Femur Length	35.75	36.4	37.42	41.24	45.46	46.73	47.58
23.71	Hispanic	Femur Length	36.12	36.77	37.78	41.61	45.81	47.08	47.92
23.86	Hispanic	Femur Length	36.49	37.13	38.15	41.97	46.17	47.43	48.27
24.0	Hispanic	Femur Length	36.85	37.5	38.51	42.33	46.52	47.78	48.62
24.14	Hispanic	Femur Length	37.21	37.86	38.88	42.68	46.86	48.12	48.96
24.29	Hispanic	Femur Length	37.57	38.22	39.23	43.04	47.21	48.46	49.3
24.43	Hispanic	Femur Length	37.93	38.58	39.59	43.39	47.55	48.8	49.63
24.57	Hispanic	Femur Length	38.29	38.93	39.95	43.74	47.89	49.14	49.97
24.71	Hispanic	Femur Length	38.64	39.29	40.3	44.09	48.23	49.47	50.3
24.86	Hispanic	Femur Length	39.0	39.64	40.65	44.43	48.57	49.81	50.63
25.0	Hispanic	Femur Length	39.35	39.99	41.0	44.78	48.9	50.14	50.96
25.14	Hispanic	Femur Length	39.69	40.34	41.35	45.12	49.23	50.46	51.28
25.29	Hispanic	Femur Length	40.04	40.68	41.69	45.45	49.56	50.79	51.6
25.43	Hispanic	Femur Length	40.38	41.02	42.03	45.79	49.89	51.11	51.93
25.57	Hispanic	Femur Length	40.72	41.36	42.37	46.13	50.21	51.43	52.24
25.71	Hispanic	Femur Length	41.06	41.7	42.71	46.46	50.54	51.75	52.56
25.86	Hispanic	Femur Length	41.4	42.04	43.05	46.79	50.86	52.07	52.88
26.0	Hispanic	Femur Length	41.73	42.37	43.38	47.12	51.18	52.39	53.19
26.14	Hispanic	Femur Length	42.07	42.71	43.71	47.44	51.5	52.71	53.51
26.29	Hispanic	Femur Length	42.4	43.04	44.04	47.77	51.81	53.02	53.82
26.43	Hispanic	Femur Length	42.73	43.36	44.37	48.09	52.13	53.33	54.13
26.57	Hispanic	Femur Length	43.05	43.69	44.69	48.41	52.44	53.64	54.44
26.71	Hispanic	Femur Length	43.38	44.01	45.02	48.73	52.75	53.95	54.75
26.86	Hispanic	Femur Length	43.7	44.34	45.34	49.05	53.07	54.26	55.06
27.0	Hispanic	Femur Length	44.02	44.66	45.66	49.37	53.38	54.57	55.36
27.14	Hispanic	Femur Length	44.34	44.98	45.98	49.68	53.69	54.88	55.67
27.29	Hispanic	Femur Length	44.66	45.29	46.29	50.0	54.0	55.19	55.98
27.43	Hispanic	Femur Length	44.97	45.61	46.61	50.31	54.31	55.5	56.28
27.57	Hispanic	Femur Length	45.28	45.92	46.92	50.62	54.61	55.8	56.59
27.71	Hispanic	Femur Length	45.6	46.23	47.23	50.93	54.92	56.11	56.89
27.86	Hispanic	Femur Length	45.91	46.54	47.54	51.24	55.23	56.42	57.2
28.0	Hispanic	Femur Length	46.22	46.85	47.85	51.55	55.54	56.72	57.5
28.14	Hispanic	Femur Length	46.52	47.16	48.16	51.86	55.84	57.03	57.81
28.29	Hispanic	Femur Length	46.83	47.47	48.47	52.17	56.15	57.34	58.12
28.43	Hispanic	Femur Length	47.13	47.77	48.77	52.48	56.46	57.64	58.42
28.57	Hispanic	Femur Length	47.44	48.08	49.08	52.78	56.77	57.95	58.73
28.71	Hispanic	Femur Length	47.74	48.38	49.38	53.09	57.08	58.26	59.04
28.86	Hispanic	Femur Length	48.04	48.68	49.69	53.4	57.39	58.57	59.35
29.0	Hispanic	Femur Length	48.34	48.99	49.99	53.7	57.69	58.88	59.66
29.14	Hispanic	Femur Length	48.64	49.29	50.29	54.01	58.01	59.19	59.97
29.29	Hispanic	Femur Length	48.94	49.59	50.59	54.32	58.32	59.5	60.28
29.43	Hispanic	Femur Length	49.24	49.89	50.9	54.62	58.63	59.81	60.6
29.57	Hispanic	Femur Length	49.54	50.18	51.2	54.93	58.94	60.13	60.91
29.71	Hispanic	Femur Length	49.83	50.48	51.49	55.24	59.25	60.44	61.23
29.86	Hispanic	Femur Length	50.13	50.78	51.79	55.54	59.56	60.75	61.54
30.0	Hispanic	Femur Length	50.42	51.07	52.09	55.84	59.87	61.07	61.86
30.14	Hispanic	Femur Length	50.71	51.36	52.38	56.15	60.19	61.38	62.17
30.29	Hispanic	Femur Length	51.0	51.65	52.68	56.45	60.5	61.7	62.49
30.43	Hispanic	Femur Length	51.29	51.94	52.97	56.75	60.81	62.01	62.8
30.57	Hispanic	Femur Length	51.57	52.23	53.26	57.05	61.12	62.32	63.12
30.71	Hispanic	Femur Length	51.86	52.52	53.55	57.35	61.43	62.64	63.43
30.86	Hispanic	Femur Length	52.14	52.8	53.84	57.65	61.74	62.95	63.75
31.0	Hispanic	Femur Length	52.42	53.08	54.12	57.95	62.05	63.26	64.07
31.14	Hispanic	Femur Length	52.7	53.37	54.41	58.25	62.36	63.58	64.38
31.29	Hispanic	Femur Length	52.98	53.64	54.69	58.54	62.67	63.89	64.7
31.43	Hispanic	Femur Length	53.25	53.92	54.97	58.84	62.98	64.2	65.01
31.57	Hispanic	Femur Length	53.52	54.2	55.25	59.13	63.28	64.51	65.32
31.71	Hispanic	Femur Length	53.79	54.47	55.53	59.42	63.59	64.82	65.64
31.86	Hispanic	Femur Length	54.06	54.74	55.8	59.71	63.89	65.13	65.95
32.0	Hispanic	Femur Length	54.33	55.01	56.07	60.0	64.2	65.44	66.26
32.14	Hispanic	Femur Length	54.59	55.28	56.35	60.28	64.5	65.74	66.57
32.29	Hispanic	Femur Length	54.85	55.54	56.61	60.57	64.8	66.05	66.88
32.43	Hispanic	Femur Length	55.11	55.8	56.88	60.85	65.1	66.35	67.18
32.57	Hispanic	Femur Length	55.37	56.06	57.14	61.13	65.39	66.65	67.49
32.71	Hispanic	Femur Length	55.62	56.32	57.41	61.41	65.69	66.95	67.79
32.86	Hispanic	Femur Length	55.88	56.57	57.66	61.68	65.98	67.25	68.09
33.0	Hispanic	Femur Length	56.13	56.83	57.92	61.96	66.27	67.55	68.39
33.14	Hispanic	Femur Length	56.37	57.07	58.17	62.23	66.56	67.84	68.69
33.29	Hispanic	Femur Length	56.62	57.32	58.43	62.49	66.85	68.13	68.98
33.43	Hispanic	Femur Length	56.86	57.56	58.67	62.76	67.13	68.42	69.28
33.57	Hispanic	Femur Length	57.09	57.81	58.92	63.02	67.41	68.71	69.57
33.71	Hispanic	Femur Length	57.33	58.04	59.16	63.28	67.69	68.99	69.86
33.86	Hispanic	Femur Length	57.56	58.28	59.4	63.54	67.97	69.28	70.14
34.0	Hispanic	Femur Length	57.79	58.51	59.64	63.79	68.24	69.55	70.42
34.14	Hispanic	Femur Length	58.01	58.74	59.87	64.04	68.51	69.83	70.7
34.29	Hispanic	Femur Length	58.24	58.96	60.1	64.29	68.78	70.1	70.98
34.43	Hispanic	Femur Length	58.46	59.19	60.33	64.54	69.04	70.37	71.25
34.57	Hispanic	Femur Length	58.67	59.41	60.55	64.78	69.3	70.64	71.52
34.71	Hispanic	Femur Length	58.89	59.62	60.77	65.02	69.56	70.9	71.79
34.86	Hispanic	Femur Length	59.09	59.83	60.99	65.25	69.81	71.16	72.05
35.0	Hispanic	Femur Length	59.3	60.04	61.2	65.48	70.06	71.41	72.31
35.14	Hispanic	Femur Length	59.5	60.25	61.42	65.71	70.31	71.67	72.56
35.29	Hispanic	Femur Length	59.71	60.45	61.62	65.94	70.55	71.92	72.82
35.43	Hispanic	Femur Length	59.9	60.65	61.83	66.16	70.79	72.16	73.07
35.57	Hispanic	Femur Length	60.1	60.85	62.03	66.38	71.03	72.41	73.32
35.71	Hispanic	Femur Length	60.29	61.05	62.23	66.6	71.27	72.65	73.56
35.86	Hispanic	Femur Length	60.48	61.24	62.43	66.81	71.5	72.89	73.81
36.0	Hispanic	Femur Length	60.67	61.43	62.63	67.02	71.73	73.13	74.05
36.14	Hispanic	Femur Length	60.86	61.62	62.82	67.24	71.96	73.36	74.28
36.29	Hispanic	Femur Length	61.04	61.81	63.01	67.44	72.19	73.59	74.52
36.43	Hispanic	Femur Length	61.22	61.99	63.2	67.65	72.41	73.82	74.75
36.57	Hispanic	Femur Length	61.4	62.18	63.39	67.85	72.64	74.05	74.99
36.71	Hispanic	Femur Length	61.58	62.36	63.57	68.06	72.86	74.28	75.21
36.86	Hispanic	Femur Length	61.76	62.54	63.76	68.26	73.07	74.5	75.44
37.0	Hispanic	Femur Length	61.93	62.71	63.94	68.46	73.29	74.72	75.67
37.14	Hispanic	Femur Length	62.11	62.89	64.12	68.65	73.51	74.95	75.89
37.29	Hispanic	Femur Length	62.28	63.07	64.3	68.85	73.72	75.17	76.12
37.43	Hispanic	Femur Length	62.45	63.24	64.48	69.05	73.94	75.38	76.34
37.57	Hispanic	Femur Length	62.62	63.42	64.66	69.24	74.15	75.6	76.56
37.71	Hispanic	Femur Length	62.79	63.59	64.84	69.43	74.36	75.82	76.78
37.86	Hispanic	Femur Length	62.96	63.76	65.01	69.63	74.57	76.03	77.0
38.0	Hispanic	Femur Length	63.13	63.93	65.19	69.82	74.78	76.25	77.22
38.14	Hispanic	Femur Length	63.3	64.1	65.36	70.01	74.99	76.46	77.43
38.29	Hispanic	Femur Length	63.47	64.27	65.54	70.2	75.2	76.68	77.65
38.43	Hispanic	Femur Length	63.63	64.45	65.71	70.39	75.41	76.89	77.87
38.57	Hispanic	Femur Length	63.8	64.62	65.89	70.58	75.61	77.1	78.09
38.71	Hispanic	Femur Length	63.97	64.79	66.06	70.78	75.82	77.32	78.31
38.86	Hispanic	Femur Length	64.14	64.96	66.24	70.97	76.03	77.53	78.53
39.0	Hispanic	Femur Length	64.3	65.12	66.41	71.16	76.24	77.75	78.75
39.14	Hispanic	Femur Length	64.47	65.29	66.59	71.35	76.46	77.97	78.97
39.29	Hispanic	Femur Length	64.63	65.46	66.76	71.54	76.67	78.19	79.19
39.43	Hispanic	Femur Length	64.8	65.63	66.93	71.74	76.88	78.41	79.42
39.57	Hispanic	Femur Length	64.96	65.8	67.11	71.93	77.1	78.63	79.65
39.71	Hispanic	Femur Length	65.13	65.97	67.28	72.13	77.32	78.86	79.88
39.86	Hispanic	Femur Length	65.29	66.14	67.46	72.32	77.54	79.09	80.11
40.0	Hispanic	Femur Length	65.46	66.3	67.63	72.52	77.77	79.33	80.35
40.14	Hispanic	Femur Length	65.62	66.47	67.8	72.72	78.0	79.57	80.6
40.29	Hispanic	Femur Length	65.78	66.63	67.97	72.92	78.24	79.81	80.85
40.43	Hispanic	Femur Length	65.93	66.8	68.15	73.13	78.48	80.06	81.11
40.57	Hispanic	Femur Length	66.09	66.96	68.32	73.33	78.72	80.32	81.37
40.71	Hispanic	Femur Length	66.24	67.12	68.49	73.54	78.97	80.58	81.65
40.86	Hispanic	Femur Length	66.39	67.28	68.66	73.75	79.23	80.85	81.93
41.0	Hispanic	Femur Length	66.54	67.43	68.82	73.97	79.5	81.14	82.22
41.14	Hispanic	Femur Length	66.69	67.58	68.99	74.18	79.77	81.43	82.52
41.29	Hispanic	Femur Length	66.82	67.73	69.15	74.4	80.05	81.73	82.84
41.43	Hispanic	Femur Length	66.96	67.88	69.31	74.62	80.34	82.04	83.17
41.57	Hispanic	Femur Length	67.09	68.02	69.47	74.85	80.65	82.37	83.51
41.71	Hispanic	Femur Length	67.21	68.15	69.62	75.08	80.96	82.71	83.87
41.86	Hispanic	Femur Length	67.33	68.28	69.77	75.31	81.29	83.06	84.24
42.0	Hispanic	Femur Length	67.44	68.4	69.92	75.55	81.63	83.44	84.63
10.0	Hispanic	Head Circ.	38.67	39.47	40.73	45.5	50.83	52.45	53.53
10.14	Hispanic	Head Circ.	40.12	40.94	42.23	47.15	52.64	54.31	55.42
10.29	Hispanic	Head Circ.	41.58	42.43	43.76	48.82	54.47	56.19	57.33
10.43	Hispanic	Head Circ.	43.07	43.94	45.32	50.52	56.33	58.09	59.27
10.57	Hispanic	Head Circ.	44.58	45.48	46.89	52.25	58.21	60.02	61.23
10.71	Hispanic	Head Circ.	46.11	47.04	48.49	53.99	60.11	61.97	63.21
10.86	Hispanic	Head Circ.	47.67	48.61	50.11	55.75	62.04	63.94	65.21
11.0	Hispanic	Head Circ.	49.24	50.21	51.74	57.54	63.98	65.93	67.23
11.14	Hispanic	Head Circ.	50.83	51.82	53.4	59.34	65.94	67.94	69.28
11.29	Hispanic	Head Circ.	52.43	53.45	55.07	61.16	67.92	69.97	71.33
11.43	Hispanic	Head Circ.	54.06	55.1	56.76	62.99	69.91	72.01	73.41
11.57	Hispanic	Head Circ.	55.69	56.77	58.46	64.84	71.92	74.07	75.49
11.71	Hispanic	Head Circ.	57.34	58.44	60.17	66.7	73.94	76.13	77.59
11.86	Hispanic	Head Circ.	59.01	60.13	61.9	68.58	75.98	78.21	79.7
12.0	Hispanic	Head Circ.	60.69	61.83	63.65	70.47	78.02	80.3	81.82
12.14	Hispanic	Head Circ.	62.37	63.55	65.4	72.36	80.07	82.4	83.95
12.29	Hispanic	Head Circ.	64.07	65.27	67.16	74.27	82.13	84.5	86.08
12.43	Hispanic	Head Circ.	65.78	67.0	68.93	76.18	84.19	86.61	88.22
12.57	Hispanic	Head Circ.	67.49	68.74	70.71	78.1	86.26	88.73	90.36
12.71	Hispanic	Head Circ.	69.22	70.49	72.49	80.02	88.33	90.84	92.51
12.86	Hispanic	Head Circ.	70.95	72.24	74.28	81.95	90.41	92.96	94.66
13.0	Hispanic	Head Circ.	72.68	74.0	76.07	83.88	92.48	95.08	96.8
13.14	Hispanic	Head Circ.	74.42	75.76	77.87	85.81	94.55	97.19	98.94
13.29	Hispanic	Head Circ.	76.16	77.52	79.67	87.74	96.63	99.31	101.09
13.43	Hispanic	Head Circ.	77.9	79.29	81.47	89.67	98.7	101.42	103.22
13.57	Hispanic	Head Circ.	79.64	81.05	83.27	91.6	100.76	103.52	105.36
13.71	Hispanic	Head Circ.	81.39	82.82	85.08	93.53	102.82	105.62	107.48
13.86	Hispanic	Head Circ.	83.13	84.59	86.88	95.45	104.88	107.72	109.6
14.0	Hispanic	Head Circ.	84.88	86.35	88.68	97.38	106.93	109.8	111.71
14.14	Hispanic	Head Circ.	86.62	88.12	90.47	99.29	108.97	111.88	113.81
14.29	Hispanic	Head Circ.	88.36	89.88	92.26	101.2	111.0	113.95	115.9
14.43	Hispanic	Head Circ.	90.1	91.64	94.05	103.1	113.02	116.01	117.99
14.57	Hispanic	Head Circ.	91.83	93.39	95.84	105.0	115.04	118.05	120.06
14.71	Hispanic	Head Circ.	93.56	95.14	97.62	106.89	117.04	120.09	122.11
14.86	Hispanic	Head Circ.	95.29	96.88	99.39	108.77	119.03	122.11	124.16
15.0	Hispanic	Head Circ.	97.01	98.62	101.16	110.64	121.01	124.13	126.19
15.14	Hispanic	Head Circ.	98.72	100.35	102.92	112.5	122.98	126.12	128.21
15.29	Hispanic	Head Circ.	100.43	102.08	104.67	114.35	124.94	128.11	130.21
15.43	Hispanic	Head Circ.	102.13	103.8	106.42	116.2	126.88	130.08	132.2
15.57	Hispanic	Head Circ.	103.83	105.51	108.16	118.03	128.81	132.04	134.18
15.71	Hispanic	Head Circ.	105.51	107.21	109.89	119.85	130.72	133.98	136.14
15.86	Hispanic	Head Circ.	107.2	108.91	111.61	121.67	132.63	135.91	138.09
16.0	Hispanic	Head Circ.	108.87	110.6	113.32	123.47	134.52	137.83	140.02
16.14	Hispanic	Head Circ.	110.54	112.29	115.03	125.26	136.39	139.73	141.94
16.29	Hispanic	Head Circ.	112.2	113.96	116.73	127.04	138.26	141.62	143.84
16.43	Hispanic	Head Circ.	113.85	115.63	118.42	128.81	140.11	143.49	145.73
16.57	Hispanic	Head Circ.	115.5	117.29	120.1	130.57	141.95	145.35	147.6
16.71	Hispanic	Head Circ.	117.14	118.95	121.78	132.32	143.77	147.2	149.47
16.86	Hispanic	Head Circ.	118.78	120.59	123.45	134.06	145.59	149.03	151.31
17.0	Hispanic	Head Circ.	120.41	122.24	125.11	135.79	147.39	150.86	153.15
17.14	Hispanic	Head Circ.	122.03	123.87	126.76	137.52	149.18	152.67	154.97
17.29	Hispanic	Head Circ.	123.65	125.5	128.41	139.23	150.97	154.47	156.79
17.43	Hispanic	Head Circ.	125.26	127.13	130.06	140.94	152.74	156.26	158.59
17.57	Hispanic	Head Circ.	126.87	128.75	131.69	142.64	154.5	158.04	160.38
17.71	Hispanic	Head Circ.	128.47	130.36	133.33	144.34	156.26	159.81	162.17
17.86	Hispanic	Head Circ.	130.07	131.97	134.96	146.03	158.01	161.58	163.94
18.0	Hispanic	Head Circ.	131.67	133.59	136.58	147.71	159.75	163.34	165.71
18.14	Hispanic	Head Circ.	133.27	135.19	138.21	149.4	161.49	165.09	167.47
18.29	Hispanic	Head Circ.	134.87	136.8	139.83	151.08	163.22	166.84	169.23
18.43	Hispanic	Head Circ.	136.47	138.41	141.46	152.75	164.95	168.58	170.98
18.57	Hispanic	Head Circ.	138.06	140.02	143.08	154.43	166.68	170.33	172.74
18.71	Hispanic	Head Circ.	139.67	141.63	144.71	156.11	168.41	172.07	174.49
18.86	Hispanic	Head Circ.	141.27	143.24	146.34	157.79	170.14	173.81	176.24
19.0	Hispanic	Head Circ.	142.88	144.86	147.97	159.47	171.87	175.56	177.99
19.14	Hispanic	Head Circ.	144.49	146.48	149.6	161.15	173.6	177.3	179.74
19.29	Hispanic	Head Circ.	146.1	148.1	151.24	162.84	175.33	179.04	181.5
19.43	Hispanic	Head Circ.	147.71	149.72	152.87	164.52	177.06	180.79	183.25
19.57	Hispanic	Head Circ.	149.33	151.35	154.51	166.21	178.79	182.53	185.0
19.71	Hispanic	Head Circ.	150.95	152.98	156.15	167.9	180.52	184.27	186.75
19.86	Hispanic	Head Circ.	152.57	154.61	157.8	169.58	182.25	186.02	188.5
20.0	Hispanic	Head Circ.	154.19	156.24	159.44	171.27	183.98	187.76	190.25
20.14	Hispanic	Head Circ.	155.81	157.87	161.08	172.96	185.71	189.5	191.99
20.29	Hispanic	Head Circ.	157.44	159.5	162.73	174.65	187.44	191.23	193.74
20.43	Hispanic	Head Circ.	159.06	161.13	164.37	176.33	189.17	192.97	195.48
20.57	Hispanic	Head Circ.	160.68	162.76	166.02	178.02	190.89	194.71	197.22
20.71	Hispanic	Head Circ.	162.31	164.39	167.66	179.7	192.61	196.44	198.96
20.86	Hispanic	Head Circ.	163.93	166.03	169.3	181.39	194.33	198.17	200.7
21.0	Hispanic	Head Circ.	165.56	167.66	170.95	183.07	196.05	199.9	202.44
21.14	Hispanic	Head Circ.	167.18	169.29	172.59	184.75	197.77	201.62	204.17
21.29	Hispanic	Head Circ.	168.8	170.92	174.23	186.43	199.48	203.35	205.9
21.43	Hispanic	Head Circ.	170.42	172.55	175.87	188.11	201.19	205.07	207.62
21.57	Hispanic	Head Circ.	172.04	174.18	177.51	189.78	202.9	206.78	209.35
21.71	Hispanic	Head Circ.	173.66	175.8	179.14	191.45	204.61	208.5	211.07
21.86	Hispanic	Head Circ.	175.28	177.43	180.78	193.12	206.31	210.21	212.78
22.0	Hispanic	Head Circ.	176.9	179.05	182.41	194.79	208.01	211.92	214.49
22.14	Hispanic	Head Circ.	178.51	180.67	184.04	196.45	209.7	213.62	216.2
22.29	Hispanic	Head Circ.	180.12	182.28	185.67	198.11	211.39	215.32	217.91
22.43	Hispanic	Head Circ.	181.73	183.9	187.29	199.77	213.08	217.01	219.61
22.57	Hispanic	Head Circ.	183.33	185.51	188.91	201.42	214.77	218.71	221.3
22.71	Hispanic	Head Circ.	184.93	187.12	190.53	203.07	216.44	220.39	222.99
22.86	Hispanic	Head Circ.	186.53	188.72	192.14	204.72	218.12	222.07	224.68
23.0	Hispanic	Head Circ.	188.12	190.32	193.75	206.36	219.79	223.75	226.36
23.14	Hispanic	Head Circ.	189.72	191.92	195.36	208.0	221.45	225.42	228.04
23.29	Hispanic	Head Circ.	191.3	193.51	196.96	209.63	223.11	227.09	229.71
23.43	Hispanic	Head Circ.	192.88	195.1	198.56	211.26	224.77	228.76	231.38
23.57	Hispanic	Head Circ.	194.46	196.68	200.15	212.88	226.42	230.41	233.04
23.71	Hispanic	Head Circ.	196.03	198.26	201.74	214.5	228.07	232.07	234.7
23.86	Hispanic	Head Circ.	197.6	199.83	203.32	216.11	229.71	233.71	236.35
24.0	Hispanic	Head Circ.	199.17	201.4	204.9	217.72	231.34	235.35	238.0
24.14	Hispanic	Head Circ.	200.72	202.97	206.47	219.32	232.97	236.99	239.64
24.29	Hispanic	Head Circ.	202.28	204.52	208.04	220.92	234.59	238.62	241.27
24.43	Hispanic	Head Circ.	203.82	206.08	209.6	222.51	236.21	240.24	242.9
24.57	Hispanic	Head Circ.	205.36	207.62	211.15	224.09	237.82	241.86	244.52
24.71	Hispanic	Head Circ.	206.9	209.16	212.7	225.67	239.42	243.47	246.14
24.86	Hispanic	Head Circ.	208.42	210.7	214.24	227.24	241.02	245.08	247.75
25.0	Hispanic	Head Circ.	209.95	212.22	215.78	228.8	242.61	246.68	249.35
25.14	Hispanic	Head Circ.	211.46	213.74	217.31	230.36	244.2	248.27	250.95
25.29	Hispanic	Head Circ.	212.97	215.26	218.83	231.91	245.78	249.86	252.54
25.43	Hispanic	Head Circ.	214.47	216.77	220.35	233.46	247.35	251.44	254.13
25.57	Hispanic	Head Circ.	215.96	218.26	221.85	235.0	248.92	253.01	255.7
25.71	Hispanic	Head Circ.	217.45	219.76	223.36	236.53	250.47	254.58	257.27
25.86	Hispanic	Head Circ.	218.93	221.24	224.85	238.05	252.03	256.13	258.84
26.0	Hispanic	Head Circ.	220.4	222.72	226.33	239.57	253.57	257.69	260.4
26.14	Hispanic	Head Circ.	221.87	224.19	227.81	241.07	255.11	259.23	261.95
26.29	Hispanic	Head Circ.	223.32	225.65	229.28	242.58	256.64	260.77	263.49
26.43	Hispanic	Head Circ.	224.77	227.1	230.75	244.07	258.16	262.3	265.03
26.57	Hispanic	Head Circ.	226.21	228.55	232.2	245.55	259.68	263.83	266.56
26.71	Hispanic	Head Circ.	227.64	229.99	233.65	247.03	261.18	265.34	268.08
26.86	Hispanic	Head Circ.	229.06	231.41	235.08	248.5	262.69	266.85	269.59
27.0	Hispanic	Head Circ.	230.47	232.83	236.51	249.96	264.18	268.35	271.1
27.14	Hispanic	Head Circ.	231.88	234.25	237.93	251.42	265.66	269.85	272.6
27.29	Hispanic	Head Circ.	233.28	235.65	239.35	252.86	267.14	271.33	274.09
27.43	Hispanic	Head Circ.	234.66	237.04	240.75	254.3	268.61	272.81	275.58
27.57	Hispanic	Head Circ.	236.04	238.43	242.14	255.73	270.07	274.29	277.06
27.71	Hispanic	Head Circ.	237.41	239.8	243.53	257.15	271.53	275.75	278.53
27.86	Hispanic	Head Circ.	238.77	241.17	244.91	258.56	272.98	277.21	279.99
